city,cloud,country,date,humidity,lat,lng,max_temp,wind_spd
terney,8,RU,1547406828,100,45.05,136.61,20.93,5.61
celestun,0,MX,1547406829,96,20.87,-90.4,75.29,9.53
sal rei,0,CV,1547402400,60,16.18,-22.92,77.0,11.41
sciacca,75,IT,1547402100,87,37.51,13.08,51.8,9.17
labuhan,92,ID,1547406829,97,-2.54,115.51,71.96,1.36
yangambi,20,CD,1547406829,84,0.77,24.47,77.36,2.15
acapulco,75,MX,1547405100,74,16.86,-99.88,84.2,4.7
tommot,56,RU,1547406830,72,58.97,126.27,-11.88,2.71
olden,90,NO,1547405400,63,61.84,6.81,30.2,16.11
tabas,76,IR,1547406000,28,33.6,56.92,44.6,4.7
havelock,90,US,1547405880,92,34.88,-76.9,51.98,9.17
borger,64,NL,1547405700,81,52.92,6.79,44.6,19.46
naryan-mar,88,RU,1547406830,85,67.67,53.09,14.95,15.23
cabedelo,20,BR,1547402400,55,-6.97,-34.84,87.8,11.41
mokokchung,24,IN,1547406831,92,26.32,94.52,44.56,2.15
fukue,20,JP,1547404200,100,35.03,136.69,39.2,12.75
clyde river,20,CA,1547402400,73,70.47,-68.59,-34.61,4.7
vao,88,EE,1547406400,98,59.1,26.19,26.96,7.63
oranjemund,0,ZA,1547406831,92,-28.55,16.43,65.57,12.33
mezen,92,RU,1547406831,84,65.85,44.24,22.55,5.39
san cristobal,75,EC,1547406000,63,-0.39,-78.55,66.2,6.93
khani,75,GE,1547404200,85,41.96,42.96,35.6,1.12
gazojak,0,TM,1547406832,85,41.19,61.4,36.14,10.42
bonavista,20,CA,1547406832,100,48.65,-53.11,27.91,23.73
akdepe,0,TM,1547404200,69,42.05,59.39,37.4,6.93
genhe,36,CN,1547406833,64,50.78,121.52,-10.39,2.93
diu,0,IN,1547406833,51,20.71,70.98,66.7,8.08
codrington,40,AU,1547404500,93,-28.95,153.24,66.2,3.27
katangli,44,RU,1547406833,100,51.71,143.23,5.86,10.87
remanso,0,BR,1547406610,59,-9.62,-42.08,90.68,5.17
nemuro,44,JP,1547406833,100,43.32,145.57,27.41,14.9
rengo,40,CL,1547402400,34,-34.41,-70.86,80.6,4.7
svetlogorsk,75,RU,1547404200,92,53.14,59.15,26.6,13.42
jutai,48,BR,1547406834,85,-1.71,-47.89,82.04,4.16
boca do acre,76,BR,1547406834,83,-8.76,-67.39,81.5,2.48
puerto madryn,0,AR,1547406834,60,-42.77,-65.04,71.83,10.31
shitanjing,0,CN,1547406834,56,39.23,106.34,-0.58,2.37
luchegorsk,0,RU,1547406834,32,46.44,134.3,-8.41,2.37
altdorf,75,DE,1547405400,87,48.63,9.0,46.4,16.11
sena madureira,88,BR,1547406661,90,-9.07,-68.66,78.98,0.81
arlit,0,NE,1547406525,42,18.74,7.39,64.0,4.61
pekan,75,MY,1547402400,94,3.49,103.39,75.2,4.7
bend,1,US,1547405700,86,44.06,-121.32,30.2,3.15
mitu,88,IR,1547406835,99,36.2,46.09,39.16,9.75
mount isa,0,AU,1547404200,26,-20.73,139.49,82.4,6.93
yashkino,0,RU,1547402400,84,55.87,85.43,5.0,8.95
gunjur,0,GM,1547402400,35,13.18,-16.76,84.2,5.82
vangaindrano,80,MG,1547406836,99,-23.35,47.6,72.59,2.15
caucaia,20,BR,1547402400,74,-3.73,-38.66,84.2,10.29
rawson,0,AR,1547406338,29,-43.3,-65.11,80.83,6.4
kendari,44,ID,1547406836,98,-3.99,122.52,73.45,2.59
sioux lookout,90,CA,1547402400,92,50.1,-91.92,24.8,10.29
toamasina,20,MG,1547402400,83,-18.17,49.38,82.4,4.7
canandaigua,1,US,1547405640,51,42.88,-77.28,24.98,3.36
iracoubo,88,GF,1547406847,80,5.48,-53.21,79.48,4.05
dawson creek,90,CA,1547402400,100,55.76,-120.23,32.0,3.36
antofagasta,20,CL,1547402400,60,-23.65,-70.4,69.8,17.22
ratnagiri,0,IN,1547406848,100,16.98,73.3,76.28,12.21
flinders,92,AU,1547406848,98,-34.58,150.85,69.08,1.36
xai-xai,0,MZ,1547406848,84,-25.04,33.64,83.53,15.9
yeniseysk,12,RU,1547406341,48,58.45,92.17,-16.2,6.73
taoudenni,0,ML,1547406849,20,22.68,-3.98,60.4,11.1
ridgecrest,1,US,1547405760,85,35.62,-117.67,44.06,3.36
kaeo,8,NZ,1547406849,92,-35.1,173.78,58.06,7.4
tongchuan,68,CN,1547402400,69,34.9,108.95,33.8,4.47
coihaique,0,CL,1547402400,30,-45.58,-72.07,71.6,4.7
whitianga,48,NZ,1547406850,100,-36.83,175.7,68.09,15.46
souillac,90,FR,1547404200,93,45.6,-0.6,50.0,10.29
backa palanka,0,RS,1547404200,80,45.25,19.4,33.8,8.05
monrovia,20,LR,1547402400,66,6.33,-10.8,86.0,8.05
kasungu,56,MW,1547406850,86,-13.04,33.48,71.11,5.39
zhezkazgan,76,KZ,1547406850,81,47.8,67.71,17.42,14.45
talnakh,80,RU,1547406410,68,69.49,88.39,-9.67,25.75
shizunai,0,JP,1547406611,100,42.33,142.37,3.88,3.94
tual,92,ID,1547406851,100,-5.67,132.75,83.08,13.22
rocha,100,UY,1547406851,84,-34.48,-54.34,74.35,8.86
khandbari,0,NP,1547406851,58,27.38,87.21,20.93,1.36
xichang,0,CN,1547406852,15,27.88,102.25,52.3,3.27
pathalgaon,68,IN,1547406855,92,22.56,83.46,54.55,2.59
namangan,0,UZ,1547404200,32,41.0,71.67,37.4,9.17
kaabong,0,UG,1547406855,29,3.51,34.14,68.36,6.17
maria la baja,20,CO,1547402400,62,9.98,-75.3,87.8,18.34
leningradskiy,32,RU,1547406856,100,69.38,178.42,-18.49,8.08
capitao poco,68,BR,1547406856,87,-1.75,-47.06,83.98,6.96
oromocto,1,CA,1547402400,51,45.85,-66.47,15.8,9.17
erenhot,24,CN,1547406856,60,43.65,111.97,2.66,6.51
steamboat springs,1,US,1547405760,73,40.48,-106.83,19.4,3.36
kasangulu,40,CD,1547406000,94,-4.59,15.17,73.4,12.75
mumford,8,GH,1547406857,64,5.26,-0.76,85.51,8.63
virginia beach,90,US,1547405940,95,36.85,-75.98,46.94,17.22
aktau,90,KZ,1547404200,93,43.65,51.16,37.4,6.71
pitanga,8,BR,1547406857,59,-24.76,-51.76,86.27,4.72
santa rosa,92,AR,1547406104,65,-36.62,-64.29,76.33,5.06
maniitsoq,0,GL,1547406857,100,65.42,-52.9,8.65,5.39
cartagena,0,ES,1547404200,81,37.63,-1.0,50.0,6.93
hay river,75,CA,1547402400,75,60.82,-115.79,-20.21,3.6
brae,24,GB,1547405400,64,60.4,-1.35,35.6,25.28
mitzic,48,GA,1547406858,85,0.78,11.55,77.9,2.37
takoradi,12,GH,1547406858,95,4.89,-1.75,84.43,7.96
chara,0,GR,1547405400,76,39.42,22.43,32.0,5.82
mandera,0,ET,1547406634,24,3.94,41.86,78.13,7.63
ilhabela,8,BR,1547406505,99,-23.78,-45.36,81.68,10.31
itarema,44,BR,1547406387,96,-2.92,-39.92,81.91,6.73
sola,75,NO,1547405400,55,58.89,5.65,37.4,29.97
srednekolymsk,68,RU,1547406506,36,67.46,153.71,-23.98,5.39
fuzhou,90,CN,1547402400,81,26.08,119.3,51.8,11.18
klyuchi,0,RU,1547406448,69,52.25,79.17,2.26,11.21
bilibino,12,RU,1547406257,0,68.06,166.44,-38.25,2.37
port said,76,EG,1547406870,33,25.34,30.55,52.25,7.18
lyaskelya,76,RU,1547406870,86,61.77,31.02,17.24,6.4
mitsamiouli,75,KM,1547402400,88,-11.38,43.28,80.6,10.29
katsuura,20,JP,1547402400,86,33.93,134.5,37.4,6.93
te anau,76,NZ,1547406870,97,-45.41,167.72,44.83,1.92
little current,1,CA,1547402400,71,45.98,-81.93,8.6,3.36
belousovka,75,KZ,1547402400,83,50.13,82.52,-14.81,2.24
tres arroyos,92,AR,1547406871,100,-38.38,-60.28,70.66,10.76
nizhniy odes,88,RU,1547406871,80,63.64,54.86,14.81,6.96
tarakan,68,ID,1547406871,100,3.3,117.63,79.61,2.93
rivera,92,UY,1547406871,94,-30.9,-55.54,77.54,4.83
nanortalik,20,GL,1547406871,96,60.14,-45.24,28.0,11.99
cherskiy,12,RU,1547406375,48,68.75,161.3,-29.2,3.04
vaasa,80,FI,1547405400,92,63.1,21.62,28.4,13.87
bataipora,0,BR,1547406663,53,-22.3,-53.27,95.68,4.38
bada,0,NG,1547406872,23,12.41,4.51,80.65,6.62
hot springs,90,US,1547405580,72,34.5,-93.06,41.0,9.17
tuban,32,ID,1547406875,99,-6.9,112.07,71.87,3.15
banting,75,MY,1547404200,78,2.82,101.5,80.6,5.82
patnos,92,TR,1547406876,98,39.23,42.86,22.37,1.48
shostka,88,UA,1547406671,86,51.86,33.47,24.17,13.78
huaicheng,92,CN,1547406876,100,23.91,112.19,50.99,2.93
san andres,48,PH,1547406876,100,13.32,122.68,78.8,16.46
