city,cloud,country,date,humidity,lat,lng,max_temp,wind_spd
kahului,1,US,1547481600,89,20.89,-156.47,68.0,5.82
lavrentiya,92,RU,1547483546,100,65.58,-170.99,19.54,16.04
khartoum,12,SD,1547481600,11,15.59,32.54,80.6,9.17
katesh,68,TZ,1547483546,98,-4.52,35.39,62.33,4.29
svay rieng,36,KH,1547483546,76,11.08,105.8,75.61,7.31
awbari,0,LY,1547483546,66,26.59,12.77,39.16,5.19
ulaangom,0,MN,1547483547,33,49.98,92.07,-26.32,0.72
areia branca,40,BR,1547481600,58,-10.76,-37.31,86.0,10.29
college,1,US,1547481480,84,64.86,-147.8,-0.05,3.4
micheweni,20,TZ,1547483547,99,-4.97,39.83,82.85,10.78
atar,24,MR,1547483547,9,20.52,-13.05,81.14,2.95
sao jose da coroa grande,0,BR,1547483547,76,-8.9,-35.15,83.71,10.67
mitsamiouli,20,KM,1547481600,78,-11.38,43.28,82.4,4.7
sinnamary,24,GF,1547483548,89,5.38,-52.96,81.23,8.66
marsh harbour,0,BS,1547483548,100,26.54,-77.06,76.69,7.76
shimoda,0,JP,1547483548,100,34.7,138.93,49.28,11.45
neijiang,88,CN,1547483549,94,29.59,105.06,41.54,3.18
hohhot,0,CN,1547481600,29,40.81,111.65,5.0,4.47
zakamensk,0,RU,1547483549,0,50.38,103.29,-30.73,2.73
sanming,92,CN,1547483549,97,26.24,117.6,53.56,2.39
suntar,0,RU,1547483549,0,62.16,117.65,-35.19,2.95
bonthe,8,SL,1547483550,60,7.53,-12.5,87.08,5.75
flinders,56,AU,1547483550,87,-34.58,150.85,70.12,4.97
bonavista,8,CA,1547483550,100,48.65,-53.11,24.04,16.71
alepe,40,CI,1547481600,74,5.5,-3.66,87.8,12.75
khash,8,IR,1547483550,76,28.22,61.21,39.97,6.31
abeche,0,TD,1547478000,20,13.83,20.83,95.0,10.45
northam,75,GB,1547481000,65,51.04,-4.21,46.4,10.29
presidencia roque saenz pena,12,AR,1547483551,89,-26.79,-60.44,86.54,13.91
qasigiannguit,40,GL,1547481000,52,68.82,-51.19,-7.61,1.12
nizwa,0,OM,1547483551,92,22.93,57.53,56.21,4.07
makakilo city,75,US,1547481420,83,21.35,-158.09,69.08,3.36
lensk,56,RU,1547483552,65,60.71,114.91,-9.27,5.97
chapais,90,CA,1547482080,85,49.78,-74.86,10.4,9.17
masyaf,75,SY,1547481600,93,35.06,36.34,51.8,6.93
ponta delgada,40,PT,1547479800,72,37.73,-25.67,64.4,11.41
palmeiras de goias,0,BR,1547483552,60,-16.8,-49.93,89.11,7.65
oboga,0,RO,1547479800,86,44.42,24.09,39.2,12.75
ginda,0,IN,1547483553,66,30.69,78.49,27.64,2.73
bonfim,8,GY,1547483553,35,3.36,-59.84,95.9,12.8
lompoc,90,US,1547482500,74,34.64,-120.46,55.94,11.41
launceston,40,AU,1547481600,93,-41.43,147.14,62.6,5.82
dickinson,90,US,1547481360,91,46.88,-102.79,23.0,4.7
roebourne,0,AU,1547483553,82,-20.77,117.15,77.9,5.53
benguela,24,AO,1547483554,99,-12.58,13.4,77.59,6.42
cork,75,IE,1547481600,81,51.9,-8.47,46.4,5.82
rawson,0,AR,1547483554,23,-43.3,-65.11,93.61,8.99
itaituba,75,BR,1547478000,100,-4.26,-55.99,71.6,2.24
skelleftea,90,SE,1547481000,85,64.75,20.95,21.2,12.75
gamba,0,CN,1547483555,30,28.28,88.52,-18.67,2.95
amahai,20,ID,1547483555,100,-3.31,129.0,83.12,6.64
ignacio de la llave,40,MX,1547480700,83,18.73,-95.98,75.2,5.82
lichuan,76,CN,1547483565,94,30.3,108.94,31.06,2.06
baiyin,40,CN,1547481600,61,36.55,104.13,15.8,4.47
ous,0,RU,1547483566,78,60.91,61.52,6.62,5.75
dodge city,90,US,1547481240,95,37.75,-100.02,30.02,9.17
vung tau,24,VN,1547483566,93,10.35,107.08,79.66,11.23
at-bashi,44,KG,1547483566,56,41.17,75.81,-11.29,2.51
phetchaburi,64,TH,1547483566,97,13.1,99.94,82.49,10.22
kakonko,20,TZ,1547483566,89,-3.28,30.97,64.22,4.63
kaduna,12,NG,1547483370,20,10.52,7.44,90.78,4.63
brokopondo,40,SR,1547481600,66,5.06,-54.98,86.0,8.05
tias,0,ES,1547481600,59,28.96,-13.65,68.0,9.17
moron,0,VE,1547483567,51,10.49,-68.2,83.12,4.97
san rafael,92,AR,1547483410,45,-34.61,-68.33,66.2,8.32
channel-port aux basques,56,CA,1547483567,100,47.57,-59.14,27.23,12.24
padang,75,ID,1547478000,100,-0.92,100.36,73.4,1.12
mogadishu,36,SO,1547483505,98,2.04,45.34,79.34,18.72
dimona,0,IL,1547483568,66,31.07,35.04,52.25,10.22
aldergrove,5,CA,1547482560,74,49.06,-122.49,41.0,3.36
dawlatabad,76,AF,1547483568,68,36.41,64.91,47.89,3.62
grants pass,90,US,1547482500,92,42.44,-123.33,35.96,2.73
ostroleka,75,PL,1547481600,86,53.09,21.58,28.4,11.41
axim,8,GH,1547483569,100,4.87,-2.24,82.4,13.13
razole,0,IN,1547483569,100,16.48,81.84,76.37,6.08
nagapattinam,8,IN,1547483569,83,10.76,79.84,73.13,10.33
healesville,12,AU,1547481600,88,-37.65,145.52,66.2,3.36
urusha,0,RU,1547483569,26,54.05,122.9,-18.99,2.51
wamba,68,CD,1547483569,28,2.14,27.99,84.61,3.96
necochea,12,AR,1547483451,85,-38.55,-58.74,76.82,8.43
cuenca,0,ES,1547483570,68,40.07,-2.13,39.38,7.87
yar,76,RU,1547483570,87,58.24,52.11,15.98,11.01
songjianghe,80,CN,1547483570,71,42.18,127.48,9.46,4.63
aykhal,0,RU,1547483570,0,65.95,111.51,-55.12,2.73
sompeta,48,IN,1547483571,80,18.93,84.6,65.3,1.72
puksoozero,80,RU,1547483571,87,62.59,40.61,23.59,14.36
santa maria,40,BR,1547478000,66,-29.69,-53.81,87.8,4.7
olecko,80,PL,1547483572,84,54.04,22.49,28.99,17.16
ishigaki,44,JP,1547483572,100,24.34,124.16,71.74,6.42
galesong,75,ID,1547481600,100,-5.32,119.37,77.0,3.36
comodoro rivadavia,0,AR,1547481600,19,-45.87,-67.48,78.8,6.93
kholodnyy,20,RU,1547483572,0,62.72,147.95,-42.16,3.29
mae sai,0,MM,1547481600,100,20.44,99.89,66.2,1.5
kolokani,0,ML,1547483573,15,13.58,-8.03,86.45,7.31
puerto asis,90,CO,1547481600,100,0.51,-76.5,71.6,4.7
naberera,24,TZ,1547483573,89,-4.2,36.93,66.97,6.31
kitob,75,UZ,1547481600,40,39.12,66.88,51.8,4.7
beringovskiy,80,RU,1547483574,92,63.05,179.32,-4.36,30.8
darhan,0,MN,1547483446,23,49.49,105.92,-17.59,5.75
chingirlau,68,KZ,1547483574,76,51.09,54.08,13.42,1.28
alenquer,20,BR,1547481600,94,-1.95,-54.74,80.6,11.41
natal,40,BR,1547481600,74,-5.81,-35.21,84.2,18.34
lidkoping,0,SE,1547481000,50,58.51,13.16,33.8,20.8
miyako,75,JP,1547481600,81,33.63,130.94,46.4,5.82
dakar,0,SN,1547481600,24,14.69,-17.45,91.4,8.05
champerico,40,MX,1547480400,53,16.38,-93.6,77.0,12.75
guaranda,40,EC,1547481600,48,-1.59,-79.0,64.4,4.7
bambous virieux,40,MU,1547481600,69,-20.34,57.76,82.4,10.29
bilma,0,NE,1547483586,28,18.69,12.92,54.77,6.42
alta floresta,48,BR,1547483586,65,-9.87,-56.08,87.67,2.95
saint anthony,20,US,1547481360,71,43.97,-111.68,6.98,4.97
aqtobe,90,KZ,1547481600,79,50.28,57.21,19.4,8.95
huntingdon,75,GB,1547481360,70,52.33,-0.18,46.4,3.36
southbridge,75,US,1547481360,68,42.08,-72.03,28.04,9.17
noumea,40,NC,1547481600,88,-22.28,166.46,69.8,11.12
chop,36,UA,1547481600,51,48.43,22.21,35.6,6.71
weymouth,24,US,1547481360,74,42.22,-70.94,32.0,6.93
alexandria,90,US,1547482500,70,31.31,-92.44,42.8,8.05
tigzirt,36,DZ,1547483587,93,36.57,4.2,45.19,1.95
cabedelo,75,BR,1547481600,62,-6.97,-34.84,87.8,14.99
quelimane,75,MZ,1547481600,88,-17.88,36.89,78.8,3.36
buta,32,CD,1547483587,50,2.79,24.73,85.24,3.18
jalu,0,LY,1547483588,42,29.03,21.55,52.88,10.56
jardim,8,BR,1547483588,51,-21.48,-56.15,94.73,11.12
sackville,20,CA,1547481600,77,45.9,-64.37,6.8,5.82
whitehorse,90,CA,1547481600,84,60.72,-135.06,5.0,2.39
mughal sarai,0,IN,1547479800,77,25.28,83.13,60.8,5.82
langarud,0,IR,1547481600,87,37.2,50.15,50.0,9.17
kattivakkam,20,IN,1547481600,78,13.22,80.32,75.2,6.93
shadegan,90,IR,1547481600,88,30.65,48.67,66.2,13.87
khobi,0,GE,1547481600,56,42.32,41.9,42.8,6.93
